#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
244341	843	841	107293	107291	-	-	CASP10	CASP8	ALPS2|FLICE2|MCH4	ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5	Co-purification	physical	Gajate C (2005)	PUBMED:15659383	9606	9606	Low Throughput	-	-	"Fas, tumor necrosis factor-receptor 1, and tumor necrosis factor-related apoptosis-inducing ligand receptor 2/death receptor 5 were clustered into lipid rafts in leukemic Jurkat cells following Aplidin treatment;Fas ligand (FasL) as well as downstream sig"	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	Q14790	A0A024R3Z8	NP_203520|NP_203519|NP_203522|NP_001073593|NP_001073594|NP_001219	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244354	843	7132	107293	112986	-	-	CASP10	TNFRSF1A	ALPS2|FLICE2|MCH4	CD120a|FPF|MS5|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR1-d2|TNFR55|TNFR60|p55|p55-R|p60	Co-purification	physical	Gajate C (2005)	PUBMED:15659383	9606	9606	Low Throughput	-	-	"Fas, tumor necrosis factor-receptor 1, and tumor necrosis factor-related apoptosis-inducing ligand receptor 2/death receptor 5 were clustered into lipid rafts in leukemic Jurkat cells following Aplidin treatment;Fas ligand (FasL) as well as downstream sig"	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	P19438	-	NP_001333021|NP_001333020|NP_001056	-	-	-	-	-	-	Homo sapiens	Homo sapiens
255902	841	843	107291	107293	-	-	CASP8	CASP10	ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	Micheau O (2003)	PUBMED:12887920	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14790	A0A024R3Z8	NP_203520|NP_203519|NP_203522|NP_001073593|NP_001073594|NP_001219	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
255906	843	8837	107293	114364	-	-	CASP10	CFLAR	ALPS2|FLICE2|MCH4	CASH|CASP8AP1|CLARP|Casper|FLAME|FLAME-1|FLAME1|FLIP|I-FLICE|MRIT|c-FLIP|c-FLIPL|c-FLIPR|c-FLIPS	Affinity Capture-Western	physical	Micheau O (2003)	PUBMED:12887920	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	O15519	B4E361|A0A024R3Z7|E9PAP3|A0A024R3Y3	NP_001189445|NP_001294972|NP_001294971|NP_003870|NP_001189446|NP_001189448|NP_001120656|NP_001189447|NP_001189444|NP_001120655	-	-	-	-	-	-	Homo sapiens	Homo sapiens
255907	843	841	107293	107291	-	-	CASP10	CASP8	ALPS2|FLICE2|MCH4	ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5	Affinity Capture-Western	physical	Micheau O (2003)	PUBMED:12887920	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	Q14790	A0A024R3Z8	NP_203520|NP_203519|NP_203522|NP_001073593|NP_001073594|NP_001219	-	-	-	-	-	-	Homo sapiens	Homo sapiens
276092	8772	843	114302	107293	GIG3	-	FADD	CASP10	MORT1	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	Vincenz C (1997)	PUBMED:9045686	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13158	-	NP_003815	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
276093	8772	843	114302	107293	GIG3	-	FADD	CASP10	MORT1	ALPS2|FLICE2|MCH4	Reconstituted Complex	physical	Vincenz C (1997)	PUBMED:9045686	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13158	-	NP_003815	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
276094	355	843	106851	107293	RP11-399O19.7	-	FAS	CASP10	ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	Vincenz C (1997)	PUBMED:9045686	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P25445	Q59FU8	NP_690610|NP_690611|NP_000034	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
276095	7132	843	112986	107293	-	-	TNFRSF1A	CASP10	CD120a|FPF|MS5|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR1-d2|TNFR55|TNFR60|p55|p55-R|p60	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	Vincenz C (1997)	PUBMED:9045686	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P19438	-	NP_001333021|NP_001333020|NP_001056	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
276682	8837	843	114364	107293	-	-	CFLAR	CASP10	CASH|CASP8AP1|CLARP|Casper|FLAME|FLAME-1|FLAME1|FLIP|I-FLICE|MRIT|c-FLIP|c-FLIPL|c-FLIPR|c-FLIPS	ALPS2|FLICE2|MCH4	Two-hybrid	physical	Goltsev YV (1997)	PUBMED:9289491	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O15519	B4E361|A0A024R3Z7|E9PAP3|A0A024R3Y3	NP_001189445|NP_001294972|NP_001294971|NP_003870|NP_001189446|NP_001189448|NP_001120656|NP_001189447|NP_001189444|NP_001120655	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
278820	8772	843	114302	107293	GIG3	-	FADD	CASP10	MORT1	ALPS2|FLICE2|MCH4	Reconstituted Complex	physical	Srinivasula SM (1997)	PUBMED:9228018	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13158	-	NP_003815	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
278824	8837	843	114364	107293	-	-	CFLAR	CASP10	CASH|CASP8AP1|CLARP|Casper|FLAME|FLAME-1|FLAME1|FLIP|I-FLICE|MRIT|c-FLIP|c-FLIPL|c-FLIPR|c-FLIPS	ALPS2|FLICE2|MCH4	Reconstituted Complex	physical	Srinivasula SM (1997)	PUBMED:9228018	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O15519	B4E361|A0A024R3Z7|E9PAP3|A0A024R3Y3	NP_001189445|NP_001294972|NP_001294971|NP_003870|NP_001189446|NP_001189448|NP_001120656|NP_001189447|NP_001189444|NP_001120655	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
278827	843	8772	107293	114302	-	GIG3	CASP10	FADD	ALPS2|FLICE2|MCH4	MORT1	Affinity Capture-Western	physical	Srinivasula SM (1997)	PUBMED:9228018	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	Q13158	-	NP_003815	-	-	-	-	-	-	Homo sapiens	Homo sapiens
278830	843	8837	107293	114364	-	-	CASP10	CFLAR	ALPS2|FLICE2|MCH4	CASH|CASP8AP1|CLARP|Casper|FLAME|FLAME-1|FLAME1|FLIP|I-FLICE|MRIT|c-FLIP|c-FLIPL|c-FLIPR|c-FLIPS	Affinity Capture-Western	physical	Srinivasula SM (1997)	PUBMED:9228018	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	O15519	B4E361|A0A024R3Z7|E9PAP3|A0A024R3Y3	NP_001189445|NP_001294972|NP_001294971|NP_003870|NP_001189446|NP_001189448|NP_001120656|NP_001189447|NP_001189444|NP_001120655	-	-	-	-	-	-	Homo sapiens	Homo sapiens
278833	8837	843	114364	107293	-	-	CFLAR	CASP10	CASH|CASP8AP1|CLARP|Casper|FLAME|FLAME-1|FLAME1|FLIP|I-FLICE|MRIT|c-FLIP|c-FLIPL|c-FLIPR|c-FLIPS	ALPS2|FLICE2|MCH4	Two-hybrid	physical	Srinivasula SM (1997)	PUBMED:9228018	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O15519	B4E361|A0A024R3Z7|E9PAP3|A0A024R3Y3	NP_001189445|NP_001294972|NP_001294971|NP_003870|NP_001189446|NP_001189448|NP_001120656|NP_001189447|NP_001189444|NP_001120655	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
279220	843	7185	107293	113037	-	-	CASP10	TRAF1	ALPS2|FLICE2|MCH4	EBI6|MGC:10353	Biochemical Activity	physical	Leo E (2001)	PUBMED:11098060	9606	9606	Low Throughput	-	Proteolytic Processing	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	Q13077	-	NP_005649|NP_001177876|NP_001177874	-	-	-	-	-	-	Homo sapiens	Homo sapiens
281407	355	843	106851	107293	RP11-399O19.7	-	FAS	CASP10	ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	MacFarlane M (1997)	PUBMED:9325248	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P25445	Q59FU8	NP_690610|NP_690611|NP_000034	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
281410	8797	843	114325	107293	-	-	TNFRSF10A	CASP10	APO2|CD261|DR4|TRAILR-1|TRAILR1	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	MacFarlane M (1997)	PUBMED:9325248	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00220	-	NP_003835	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
281413	8795	843	114323	107293	UNQ160/PRO186	-	TNFRSF10B	CASP10	CD262|DR5|KILLER|KILLER/DR5|TRAIL-R2|TRAILR2|TRICK2|TRICK2A|TRICK2B|TRICKB|ZTNFR9	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	MacFarlane M (1997)	PUBMED:9325248	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14763	Q7Z2I8	NP_671716|NP_003833	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282911	843	23429	107293	116997	-	-	CASP10	RYBP	ALPS2|FLICE2|MCH4	AAP1|DEDAF|YEAF1	Affinity Capture-Western	physical	Zheng L (2001)	PUBMED:11395500	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	Q8N488	-	NP_036366	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282912	23429	843	116997	107293	-	-	RYBP	CASP10	AAP1|DEDAF|YEAF1	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	Zheng L (2001)	PUBMED:11395500	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N488	-	NP_036366	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
288255	843	8772	107293	114302	-	GIG3	CASP10	FADD	ALPS2|FLICE2|MCH4	MORT1	FRET	physical	Wang J (2001)	PUBMED:11717445	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	Q13158	-	NP_003815	-	-	-	-	-	-	Homo sapiens	Homo sapiens
303981	841	843	107291	107293	-	-	CASP8	CASP10	ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5	ALPS2|FLICE2|MCH4	Biochemical Activity	physical	Guo Y (2002)	PUBMED:11832478	9606	9606	Low Throughput	-	Proteolytic Processing	-	-	BIOGRID	Q14790	A0A024R3Z8	NP_203520|NP_203519|NP_203522|NP_001073593|NP_001073594|NP_001219	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
304422	843	8737	107293	114274	-	-	CASP10	RIPK1	ALPS2|FLICE2|MCH4	RIP|RIP1	Affinity Capture-Western	physical	Chaudhary PM (2000)	PUBMED:11002417	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	Q13546	A0A024QZU0	NP_003795|NP_001303990	-	-	-	-	-	-	Homo sapiens	Homo sapiens
304427	843	9020	107293	114487	-	-	CASP10	MAP3K14	ALPS2|FLICE2|MCH4	FTDCR1B|HS|HSNIK|NIK	Affinity Capture-Western	physical	Chaudhary PM (2000)	PUBMED:11002417	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	Q99558	Q68D39	NP_003945	-	-	-	-	-	-	Homo sapiens	Homo sapiens
307665	843	835	107293	107285	-	-	CASP10	CASP2	ALPS2|FLICE2|MCH4	CASP-2|ICH1|NEDD-2|NEDD2|PPP1R57	Biochemical Activity	physical	Srinivasula SM (1996)	PUBMED:8962078	9606	9606	Low Throughput	-	Proteolytic Processing	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	P42575	A0A087WYM1|D3DXD9	NP_116765|NP_116764|NP_001215	-	-	-	-	-	-	Homo sapiens	Homo sapiens
307666	843	837	107293	107287	-	-	CASP10	CASP4	ALPS2|FLICE2|MCH4	ICE(rel)II|ICEREL-II|ICH-2|Mih1/TX|TX	Biochemical Activity	physical	Srinivasula SM (1996)	PUBMED:8962078	9606	9606	Low Throughput	-	Proteolytic Processing	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	P49662	-	NP_001216|NP_150649	-	-	-	-	-	-	Homo sapiens	Homo sapiens
307667	843	836	107293	107286	-	-	CASP10	CASP3	ALPS2|FLICE2|MCH4	CPP32|CPP32B|SCA-1	Biochemical Activity	physical	Srinivasula SM (1996)	PUBMED:8962078	9606	9606	Low Throughput	-	Proteolytic Processing	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	P42574	-	NP_116786|NP_001341709|NP_001341708|NP_004337|NP_001341710|NP_001341711|NP_001341712|NP_001341713|NP_001341706	-	-	-	-	-	-	Homo sapiens	Homo sapiens
307668	843	840	107293	107290	-	RP11-211N11.6	CASP10	CASP7	ALPS2|FLICE2|MCH4	CASP-7|CMH-1|ICE-LAP3|LICE2|MCH3	Biochemical Activity	physical	Srinivasula SM (1996)	PUBMED:8962078	9606	9606	Low Throughput	-	Proteolytic Processing	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	P55210	B4DWA2	NP_203124|NP_203125|NP_203126|NP_001253985|NP_001253987|NP_001253986|NP_001307840|NP_001218	-	-	-	-	-	-	Homo sapiens	Homo sapiens
307669	843	843	107293	107293	-	-	CASP10	CASP10	ALPS2|FLICE2|MCH4	ALPS2|FLICE2|MCH4	Biochemical Activity	physical	Srinivasula SM (1996)	PUBMED:8962078	9606	9606	Low Throughput	-	Proteolytic Processing	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
307670	843	841	107293	107291	-	-	CASP10	CASP8	ALPS2|FLICE2|MCH4	ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5	Biochemical Activity	physical	Srinivasula SM (1996)	PUBMED:8962078	9606	9606	Low Throughput	-	Proteolytic Processing	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	Q14790	A0A024R3Z8	NP_203520|NP_203519|NP_203522|NP_001073593|NP_001073594|NP_001219	-	-	-	-	-	-	Homo sapiens	Homo sapiens
307671	843	842	107293	107292	-	RP11-265F14.3	CASP10	CASP9	ALPS2|FLICE2|MCH4	APAF-3|APAF3|ICE-LAP6|MCH6|PPP1R56	Biochemical Activity	physical	Srinivasula SM (1996)	PUBMED:8962078	9606	9606	Low Throughput	-	Proteolytic Processing	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	P55211	-	NP_001264983|NP_127463|NP_001220	-	-	-	-	-	-	Homo sapiens	Homo sapiens
307672	843	839	107293	107289	-	-	CASP10	CASP6	ALPS2|FLICE2|MCH4	MCH2	Biochemical Activity	physical	Srinivasula SM (1996)	PUBMED:8962078	9606	9606	Low Throughput	-	Proteolytic Processing	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	P55212	-	NP_116787|NP_001217	-	-	-	-	-	-	Homo sapiens	Homo sapiens
307673	843	834	107293	107284	-	-	CASP10	CASP1	ALPS2|FLICE2|MCH4	ICE|IL1BC|P45	Biochemical Activity	physical	Srinivasula SM (1996)	PUBMED:8962078	9606	9606	Low Throughput	-	Proteolytic Processing	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	P29466	A8K257|A8K249	NP_150635|NP_150634|NP_150637|NP_150636|NP_001244048|NP_001244047|NP_001214	-	-	-	-	-	-	Homo sapiens	Homo sapiens
307677	841	843	107291	107293	-	-	CASP8	CASP10	ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5	ALPS2|FLICE2|MCH4	Biochemical Activity	physical	Srinivasula SM (1996)	PUBMED:8962078	9606	9606	Low Throughput	-	Proteolytic Processing	-	-	BIOGRID	Q14790	A0A024R3Z8	NP_203520|NP_203519|NP_203522|NP_001073593|NP_001073594|NP_001219	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
