#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
557511	54708	10010	120105	115328	RP11-543N17.3	-	05-Mar	TANK	MARCH-V|MITOL|RNF153	I-TRAF|ITRAF|TRAF2	Biochemical Activity	physical	Shi HX (2011)	PUBMED:21625535	9606	9606	Low Throughput	-	Ubiquitination	-	-	BIOGRID	Q9NX47	-	NP_060294	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
594245	10010	9546	115328	114920	-	-	TANK	APBA3	I-TRAF|ITRAF|TRAF2	MGC:15815|X11L2|mint3	Affinity Capture-MS	physical	Li S (2011)	PUBMED:21903422	9606	9606	High Throughput	-	-	"exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG"	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	O96018	-	NP_004877	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
594246	10010	329	115328	106826	-	-	TANK	BIRC2	I-TRAF|ITRAF|TRAF2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	Affinity Capture-MS	physical	Li S (2011)	PUBMED:21903422	9606	9606	High Throughput	-	-	"exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG"	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q13490	-	NP_001243092|NP_001157|NP_001243095	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
594247	10010	29110	115328	118878	-	-	TANK	TBK1	I-TRAF|ITRAF|TRAF2	NAK|T2K	Affinity Capture-MS	physical	Li S (2011)	PUBMED:21903422	9606	9606	High Throughput	-	-	"exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG"	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9UHD2	-	NP_037386	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
594248	10010	7186	115328	113038	-	-	TANK	TRAF2	I-TRAF|ITRAF|TRAF2	MGC:45012|TRAP|TRAP3	Affinity Capture-MS	physical	Li S (2011)	PUBMED:21903422	9606	9606	High Throughput	-	-	"exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG"	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q12933	A0A024R8H5	NP_066961	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
594249	10010	7187	115328	113039	-	-	TANK	TRAF3	I-TRAF|ITRAF|TRAF2	CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1	Affinity Capture-MS	physical	Li S (2011)	PUBMED:21903422	9606	9606	High Throughput	-	-	"exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG"	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q13114	A6NHG8	NP_663777|NP_001186356|NP_663778|NP_001372072|NP_001372071|NP_003291	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
594268	29110	10010	118878	115328	-	-	TBK1	TANK	NAK|T2K	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Li S (2011)	PUBMED:21903422	9606	9606	High Throughput	-	-	"exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG"	-	BIOGRID	Q9UHD2	-	NP_037386	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
594307	7186	10010	113038	115328	-	-	TRAF2	TANK	MGC:45012|TRAP|TRAP3	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Li S (2011)	PUBMED:21903422	9606	9606	High Throughput	-	-	"exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG"	-	BIOGRID	Q12933	A0A024R8H5	NP_066961	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
594319	148022	10010	127114	115328	-	-	TICAM1	TANK	IIAE6|MyD88-3|PRVTIRB|TICAM-1|TRIF	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Li S (2011)	PUBMED:21903422	9606	9606	High Throughput	-	-	"exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG"	-	BIOGRID	Q8IUC6	-	NP_891549	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
594578	10010	9546	115328	114920	-	-	TANK	APBA3	I-TRAF|ITRAF|TRAF2	MGC:15815|X11L2|mint3	Reconstituted Complex	physical	Li S (2011)	PUBMED:21903422	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	O96018	-	NP_004877	-	-	-	-	-	-	Homo sapiens	Homo sapiens
677570	8517	10010	114089	115328	-	-	IKBKG	TANK	AMCBX1|FIP-3|FIP3|Fip3p|IKK-gamma|IMD33|IP|IP1|IP2|IPD2|NEMO|ZC2HC9	I-TRAF|ITRAF|TRAF2	Affinity Capture-Western	physical	Zhao T (2007)	PUBMED:17468758	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y6K9	A0A087X1B1	NP_003630|NP_001138727|NP_001364244|NP_001364243|NP_001364242|NP_001364241|NP_001308326|NP_001308325|NP_001093327|NP_001093326	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
680540	10010	9641	115328	115000	-	RP11-534L20.1	TANK	IKBKE	I-TRAF|ITRAF|TRAF2	IKK-E|IKK-i|IKKE|IKKI	Affinity Capture-Western	physical	Renner F (2011)	PUBMED:21212807	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q14164	A0A075B7B4	NP_001180250|NP_001180251|NP_054721	-	-	-	-	-	-	Homo sapiens	Homo sapiens
684954	8924	10010	114438	115328	-	-	HERC2	TANK	D15F37S1|MRT38|SHEP1|jdf2|p528	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Al-Hakim AK (2012)	PUBMED:22261722	9606	9606	High Throughput	-	-	"table 1, S1."	-	BIOGRID	O95714	A8KAQ8	NP_004658	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
691311	23118	10010	116740	115328	RP1-111D6.3	-	TAB2	TANK	CHTD2|MAP3K7IP2|TAB-2	I-TRAF|ITRAF|TRAF2	Affinity Capture-Western	physical	Kanayama A (2004)	PUBMED:15327770	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NYJ8	B4DIR9	NP_001278964|NP_055908|NP_001356435|NP_001278963	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
691322	10010	868	115328	107316	-	Nbla00127	TANK	CBLB	I-TRAF|ITRAF|TRAF2	Cbl-b|RNF56	Affinity Capture-Western	physical	Qiao G (2007)	PUBMED:17878343	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q13191	B3KSS7	NP_001308751|NP_001308740|NP_001308717|NP_001308742|NP_001308737|NP_001308720|NP_001308723|NP_001308735|NP_001308722|NP_001308728|NP_001308736|NP_001308745|NP_001308719|NP_001308718|NP_733762|NP_001308749|NP_001308715|NP_001308726|NP_001308727|NP_001308724|NP_001308725	-	-	-	-	-	-	Homo sapiens	Homo sapiens
691325	10010	958	115328	107396	-	-	TANK	CD40	I-TRAF|ITRAF|TRAF2	Bp50|CDW40|TNFRSF5|p50	Affinity Capture-Western	physical	Qiao G (2007)	PUBMED:17878343	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P25942	-	NP_001241|NP_690593|NP_001289682	-	-	-	-	-	-	Homo sapiens	Homo sapiens
692392	9020	10010	114487	115328	-	-	MAP3K14	TANK	FTDCR1B|HS|HSNIK|NIK	I-TRAF|ITRAF|TRAF2	Affinity Capture-Western	physical	Kanno Y (2010)	PUBMED:20184394	9606	9606	Low Throughput	-	-	figure 5.	-	BIOGRID	Q99558	Q68D39	NP_003945	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
718117	10010	7187	115328	113039	-	-	TANK	TRAF3	I-TRAF|ITRAF|TRAF2	CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1	Reconstituted Complex	physical	Li C (2003)	PUBMED:14517219	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q13114	A6NHG8	NP_663777|NP_001186356|NP_663778|NP_001372072|NP_001372071|NP_003291	-	-	-	-	-	-	Homo sapiens	Homo sapiens
